Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
234,C152C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Lower Cutbank Creek,NAD83,56 41.11,125 34.23,NA,NA,NA,M-RATA,10,M,Adult,Unk,Actual,NA,NA,NA,CHA01JAN,NG,No,CT,VHF,Telemetry Solutions,TS-013-VHF,274,Yellow,Unk,NA,NA,NA,148.98,,Unk,,,No,CHA01JAN,243,,136,,170,,77,,66,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,"Group size=2; with 148,841; no antlers",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size=2; with 148,841; no antlers"
235,C106C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Chase Mtn,NAD83,56 34.39,125 21.41,NA,NA,NA,M-RATA,11,M,Adult,Unk,Actual,NA,NA,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-062-GPS,No,No,No,42,Yellow,Right,149.45,148.03,Unk,,,No,CHA01JAN,208.7,,129.6,,136,,64,,59,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Unk,worn on neck,No,No,Group size=3; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,No,Hair-Skin not found,No,No,Group size=3; no antlers
236,C058C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Heli Lakes,NAD83,56 34.39,125 21.41,NA,NA,NA,M-RATA,12,F,Adult,Unk,Actual,Unk,Unk,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-037-GPS,No,No,No,14,Yellow,Right,148.54,148.58,Unk,,C215C,No,CHA01JAN,146,,131,,150,,57,,58,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,No,Unk,No,Typical,No,Unk,No,Unk,No,Group size=30; 1 collared bull VHF; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=30; 1 collared bull VHF; no antlers
237,C102C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Heli Lakes,NAD83,56 28.86,125 25.42,NA,NA,NA,M-RATA,13,M,Adult,Unk,Actual,NA,NA,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-041-GPS,No,No,No,5,Yellow,Left,148.04,149.4,Unk,,,No,CHA01JAN,232.4,,148,,154,,77,,65.6,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,No,No,Group size=6; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=6; no antlers
238,C137C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Heli Lakes,NAD83,56 25.90,125 24.66,NA,NA,NA,M-RATA,14,F,< 1yr,8-9 Mths,Estimate,Unk,NA,NA,CHA01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-015-EX,No,No,No,171,Yellow,Right,151.45,148.17,C104C,151.24,C213C,No,CHA01JAN,178,,107.5,,118,,48,,58,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,No,NA,NA,Typical,No,Good,No,No,No,Group size=3; 2 antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=3; 2 antlers
239,W032C,2001-01-26,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Heli Lakes,NAD83,56 28.68,125 23.09,NA,NA,NA,M-CALU,15,M,Adult,4 Yrs,Estimate,NA,NA,NA,CHA01JAN,NG,No,CT,VHF,Lotek,LK-T9811076W-VHF,247,Yellow,Unk,NA,NA,NA,149.92,,Unk,,,No,CHA01JAN,170,,79,,85,,52,,28,,NA,,NA,,NA,,Unk,,Unk,,Unk,,Unk,,Unk,,NA,NA,NA,NA,Unk,,Unk,,Unk,,Min,No,NA,NA,NA,NA,Black,Black/Brown 95% Black,Good,No,Yes,Lower jaw 1-5cm rubbed to skin,Group size =2; other animal was younger appros 2 years,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =2; other animal was younger appros 2 years
240,M048C,2001-01-26,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Usilika Lake,NAD83,56 00.24,125 08.66,NA,NA,NA,M-ALAL,16,M,Adult,10 Yrs,Estimate,NA,NA,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-053-GPS,No,No,No,24,Yellow,Right,148.75,148.73,Unk,,,No,CHA01JAN,327,,210,,224,,92,,80,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Heavy,1 tooth missing,NA,NA,NA,NA,Typical,No,Good,Good but see scarring,Yes,rubbed to skin and soars around neck at collar,Group size=2 (with 1 male);  no anlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2 (with 1 male);  no anlers
241,M050W,2001-01-28,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Germansen Area- Manson Creek,NAD83,55 42.52,124 32.51,NA,NA,NA,M-ALAL,17,M,Adult,Unk,Actual,NA,NA,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-049-GPS,223,Yellow,Left,151,Green,Left,148.73,148.08,Unk,,,Eartag #151 green removed & replaced with eartag #223 yellow left,WOL01JAN,272,,197,,226,,95,,80,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,Yes,Right ear 2 rips one hole,Group size=1;no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=1;no antlers
242,M035W,2001-01-28,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 55.28,124 34.99,NA,NA,NA,M-ALAL,18,M,Adult,6+ Yrs,Estimate,NA,NA,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811050M-VHF,174,Yellow,Left,NA,NA,NA,149.84,149.84,Unk,,,Recaptured and resized collar - Same collar/Checked size/Expanded -No current ear tag,WOL01JAN,297,,206,,217,,73.2,,80.7,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,No,No,Group size= 1; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 1; no antlers
243,M070W,2001-01-28,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,1530,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 49.85,124 35.65,NA,NA,NA,M-ALAL,19,M,Adult,Unk,Actual,NA,NA,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811024M-VHF,256,Yellow,Right,NA,NA,NA,148.34,,Unk,,,No,WOL01JAN,317.1,,205.1,,226.8,,87,,79,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,NA,NA,NA,Typical,No,Good,No,No,No,Group size =2; with one other male; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =2; with one other male; no antlers
244,M071W,2001-01-28,3,2001 Animal Capture-Radio Collaring,Wolverine,1640,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 49.60,124 35.31,NA,NA,NA,M-ALAL,20,F,Adult,3+ Yrs,Estimate,Unk,Unk,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811025M-VHF,267,Yellow,Unk,NA,NA,NA,148.35,,Unk,,,No,WOL01JAN,271,,178,,189,,71,,77.6,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Unk,No,Unk,No,Typical,No,Unk,No,Yes,"Yes, bald patches, 10 cm on shoulder and 1cm hole in snout through the sinus.",Group size =7,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =7
245,M039W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,1007,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 55.29,123 34.92,NA,NA,NA,M-ALAL,21,M,Adult,Unk,Actual,NA,NA,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811054M-VHF,251,Yellow,Unk,4,Red,Unk,149.88,149.88,Unk,,,Recaptured and resized collar - Same collar/Checked size/Not expanded - Moose pulled original red eartag ID out when attempting to capture yesterday,WOL01JAN,328,,207,,206,,84,,79.2,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,Unk,No,Group size=1;no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=1;no antlers
246,C042W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,56 02.26,124 30.28,NA,NA,NA,M-RATA,22,F,Adult,Unk,Actual,Unk,Unk,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-061-GPS,No,No,No,104,Red,Right,149.44,148.7,Unk,,,No,WOL01JAN,210,,124,,126,,56,,60,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,No,Unk,No,Typical,No,Unk,No,Unk,No,Group size=3 calf and bull-collared bull,No,No,No,Could not get any blood,No,No,No,No,Yes,No,Yes,No,No,No,Group size=3 calf and bull-collared bull
247,C123W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,1158,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",N Wolverines,NAD83,56 02.26,124 30.28,NA,NA,NA,M-RATA,23,M,Adult,4 Yrs,Estimate,NA,NA,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-057-GPS,No,No,No,152,Green,Left,149.4,149.38,Unk,,,No,WOL01JAN,218,,130.3,,198,,58,,61.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,No,No,Group size =3- ! GPS female; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =3- ! GPS female; no antlers
248,M051W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,1354,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 49.47,124 51.13,NA,NA,NA,M-ALAL,24,F,Adult,6 Yrs,Estimate,Unk,1,10 Mths,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-050-GPS,No,No,No,157,Blue,Left,148.08,148.72,Unk,,,No,WOL01JAN,287.6,,185.8,,195,,84,,76.6,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Unk,No,Unk,No,Typical,No,Good,No,No,No,Group size =2 with 1 calf; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =2 with 1 calf; no antlers
249,M031W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,1455,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 46.93,125 09.37,NA,NA,NA,M-ALAL,25,M,Adult,Unk,Actual,NA,NA,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811046M-VHF,259,Yellow,Right,NA,NA,NA,149.8,149.8,Unk,,,Recaptured and resized collar - Same collar/Checked size/Expanded - Original eartag ID gone or never had one,WOL01JAN,317.4,,196,,210,,78,,80.7,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Good,No,Yes,"1 photo taken of sores on neck (Rubbing) 1 on Lines Camera, 1 on Glen's Camera; neck rubbed right to skin and some sores on spine under collar",Group size=6 mob of moose next to meadow next to river - No antlers - Sores on neck…. 1 photo taken of sores (1 from GK & 1 from LG),No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=6 mob of moose next to meadow next to river - No antlers - Sores on neck…. 1 photo taken of sores (1 from GK & 1 from LG)
250,M072W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,1542,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Omineca river,NAD83,55 47.28,125 08.68,NA,NA,NA,M-ALAL,26,F,Adult,4 Yrs,Estimate,Unk,0,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-T9811028M-VHF,246,Yellow,Right,NA,NA,NA,148.38,,Unk,,,No,WOL01JAN,326,,189,,230,,86,,82.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Unk,No,Unk,No,Typical,No,Good,No,No,No,Group size= 1; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 1; no antlers
251,C013W,2001-01-29,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Germansen Lake,NAD83,55 40.78,124 53.86,NA,NA,NA,M-RATA,27,F,Adult,4 Yrs,Estimate,Unk,0,NA,WOL01JAN,NG,No,CT,VHF,Lotek,LK-8313-VHF,No,No,No,150,Blue,Left,150.17,149.42,Unk,,C121W,Art Lance's Caribou - White collar,WOL01JAN,219,,138.1,,170.4,,52,,61.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,No,Unk,No,Typical,No,Unk,Bad abasion on left shoulder,Yes,Bad abrasion on left shouder,Group size=5; 12 inch antlers- 2 ,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=5; 12 inch antlers- 2 
252,C037W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Shannon Walshe, Gord Carl",Germansen Lake,NAD83,55 38.97,124 56.27,NA,NA,NA,M-RATA,28,F,Adult,4 Yrs,Estimate,Unk,0,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-043-GPS,316,Yellow,Right,159,Green,Left,148.57,149.98,Unk,,C187W,Eartag #159 green ripped off during capture - Was Lotek VHF Collar (Wolf),WOL01JAN,226,,86,,138,,58,,59,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,No,Unk,No,Typical,No,Good,No,Yes,Collar abrasion under neck to skin,Group size =10 collared female and calf with ear transmitter; 2 antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =10 collared female and calf with ear transmitter; 2 antlers
253,C146W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Greg Altoft, Grant Lortie",Germansen Lake,NAD83,55 38.97,124 56.27,NA,NA,NA,M-RATA,29,M,< 1yr,9 mths,Estimate,NA,NA,NA,WOL01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-001-EX,No,No,No,44,Yellow,Right,149.75,148.19,C070W,149.61,,No,WOL01JAN,183,,101.2,,118,,47,,55.6,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size =10,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Group size =10
254,C030W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,1115,Unk,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",Germansen Lake,NAD83,55 40.16,125 00.29,NA,NA,NA,M-RATA,30,F,Adult,4 Yrs,Estimate,Unk,Unk,NA,WOL01JAN,NG,Collar was snug but no abrasions,CT,VHF,Telemetry Solutions,TS-020-VHF,296,Yellow,Left,155,Green,Right,150.34,149.95,Unk,,,Was Lotek VHF Collar (Wolf),WOL01JAN,235,,105,,125,,53,,61.1,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,Min-missing 1 eye tooth,NA,No,Unk,No,Typical,No,Unk,Patch of hair missing 4 inche s in diameter on Right side of body,Yes,4 inch in diameter- hair is missing on right side of body,Orignal group size was 8 and then if split up; 2 antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Orignal group size was 8 and then if split up; 2 antlers
255,C069W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,1347,1400,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",Klawli Lake,NAD83,55 21.96,124 41.95,NA,NA,NA,M-RATA,31,M,Adult,4 Yrs,Estimate,NA,NA,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-054-GPS,302,Yellow,Right,24,Red,Left,149.37,149.39,Unk,,,No,WOL01JAN,231.3,,139,,156,,72,,61.6,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size= 7 (2 bulls 1 cow 1 calf); No antlers- looks like they were just dropped-bloody,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 7 (2 bulls 1 cow 1 calf); No antlers- looks like they were just dropped-bloody
256,C145W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,1527,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",Boulder Creek,NAD83,55 36.41,124 32.81,NA,NA,NA,M-RATA,32,F,< 1yr,9 mths,Estimate,Unk,NA,NA,WOL01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-008-EX,No,No,No,208,Yellow,Right,150.64,148.53,C100W,151.35,,This calf has been missing (ear transmitter &/or signal missing) - Ear transmitter must fell off because it didn't have the transmitter but the ear tag ID# 208 Yellow ,WOL01JAN,168,,108,,114,,45,,58.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,No,NA,NA,Typical,No,Unk,No,No,No,Group size =10 calf with mom C100W; small 1 cm stubs for antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =10 calf with mom C100W; small 1 cm stubs for antlers
257,C100W,2001-01-30,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,1527,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",Boulder Creek,NAD83,55 36.41,124 32.81,NA,NA,NA,M-RATA,33,F,Adult,6+ Yrs,Estimate,Unk,1,9 Mths,WOL01JAN,NG,No,CT,VHF,Telemetry Solutions,TS-022-VHF,289,Yellow,Right,161,Green,Left,151.35,149.99,Unk,,"C130W, C145W, 8300W, C101W",Was Lotek VHF Collar (Wolf),WOL01JAN,213,,147,,136,,53,,59.4,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,No,Unk,No,Typical,No,Unk,No,Yes,small slice in tail from capture,"Group size=10; her calf C145W (148,534 ET) - calf lost its ear transmitter earlier and now captured and put expandible collar on",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size=10; her calf C145W (148,534 ET) - calf lost its ear transmitter earlier and now captured and put expandible collar on"
258,C041W,2001-01-31,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,1117,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",North of Blue Lake,NAD83,55 57.30,124 32.45,NA,NA,NA,M-RATA,34,F,Adult,6+ Yrs,Estimate,Unk,0,NA,WOL01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-117-GPS,260,Yellow,Left,105,Red,Right,148.67,148.71,Unk,,C193W,No,WOL01JAN,203,,124,,142,,56,,58,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,No,Unk,No,Typical,No,Unk,No,No,No,Group size= 7; 2 antlers a good size 2 tign per,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 7; 2 antlers a good size 2 tign per
259,C099W,2001-01-31,3,2001 Animal Capture-Radio Collaring,Wolverine,Unk,950,"Shannon Walshe, Greg Altoft, Grant Lortie, Gord Carl",Blue Lake,NAD83,55 54.01,124 31.84,NA,NA,NA,M-RATA,35,F,Adult,4 Yrs,Estimate,Unk,0,NA,WOL01JAN,NG,No,CT,VHF,Telemetry Solutions,TS-021-VHF,283,Yellow,Left,139,Red,Right,150.56,149.96,Unk,,"C085W, C138W, C183W",Was Lotek VHF Collar (Wolf),WOL01JAN,205,,129,,144,,48.5,,55,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,No,Unk,No,Typical,No,Unk,No,No,No,Group size= 4; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 4; no antlers
260,M025C,2001-01-31,3,2001 Animal Capture-Radio Collaring,Chase/Sustut,1624,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Wasi Lake,NAD83,55 59.98,125 12.59,NA,NA,NA,M-ALAL,36,M,Adult,5 Yrs,Estimate,NA,NA,NA,CHA01JAN,NG,No,CT,VHF,Lotek,LK-T9811040M-VHF,288,Yellow,Right,38,Red,Left,149.12,149.12,Unk,,,Recaptured and resized collar - Same collar/Checked size/Expanded (letting existing collar out several notches),CHA01JAN,318,,204.3,,199,,78,,84.2,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Good,No,Yes,1 bald patch 5cm square on side,Group size= 2 with one other M-ALAL; recently dropped pedstals fresh/red,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size= 2 with one other M-ALAL; recently dropped pedstals fresh/red
261,M043C,2001-02-02,3,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,1300,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Mesilinka River,NAD83,56 20.90,125 09.40,NA,NA,NA,M-ALAL,37,F,Adult,4+ Yrs,Estimate,Unk,0,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-048-GPS,No,No,No,10,Yellow,Right,148.72,148.07,Unk,,,No,CHA01JAN,292,,196.4,,196,,78,,82.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Unk,No,Unk,No,Typical,No,Good,No,No,No,Group size=2; no antlers,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Group size=2; no antlers
262,C060C,2001-02-02,3,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,1126,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Blackpine Lake,NAD83,56 23.48,125 30.75,NA,NA,NA,M-RATA,38,F,Adult,5 Yrs,Estimate,Unk,0,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-UNK002-GPS,No,No,No,"37,21","Red,Yellow","Left,Right",148.84,148.61,Unk,,"C143C, C175C, C203C",No,CHA01JAN,216,,124,,148,,50.5,,56,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,No,Unk,No,Typical,No,Good,No,Yes,Light hair rubbing at neck from collar,Group size =10; yes black wolf collar?; 2 antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size =10; yes black wolf collar?; 2 antlers
263,C131C,2001-02-02,3,2001 Animal Capture-Radio Collaring,Chase/Sustut,1258,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Chase Mtn,NAD83,56 31.92,125 16.95,NA,NA,NA,M-RATA,39,M,< 1yr,9 mths,Estimate,NA,NA,NA,CHA01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-005-EX,No,No,No,3,Yellow,Right,150.4,148.62,C005C,148.94,,No,CHA01JAN,199,,111,,117,,51.4,,54.7,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,NA,NA,NA,Typical,No,Good,No,No,No,Group size=6; this calf was with a female (red and yellow collar and no red ear tag); 2 antlers,No,No,Yes,No,No,No,No,No,Yes,Can't find hair sample,Yes,No,No,No,Group size=6; this calf was with a female (red and yellow collar and no red ear tag); 2 antlers
