Column Num,Animal Id,Capture Date,Session,Survey,Study Area,Time Start,Time End,Surveyors,General Location,Map Standard,Latitude,Longitude,Zone,Easting,Northing,Spp,Obs #,Sex,Age Class,Age,Age is Estimate,Reproductive Condition,Young,Age of Young,Capture Session Label,Capture Mechanism,Capture Comments,Marking Method,Marking_Type,Marking_Manufacturer,Marking_Serial_Number,Current Mark Number,Current Mark Color,Current Mark Ear,Previous Mark Number,Previous Mark Color,Previous Mark Ear,Current Radio Frequency,Previous Radio Frequency,Mother's Id,Mother's Current Radio Frequency,Young's Id,General Marking Comments,Handling Label,Total Length,Total Length Comment,Shoulder Height,Shoulder Height Comment,Chest Girth,Chest Girth Comment,Neck Girth,Neck Girth Comment,Hind Foot Length,Hind Foot Length Comment,Hind Hoof Length,Hind Hoof Length Comment,Hind Hoof Width,Hind Hoof Width Comment,Weight,Weight Comment,Tail Length,Tail Length Comment,Front Pad Length,Front Pad Length Comment,Front Pad Width,Front Pad Width Comment,Hind Pad Length,Hind Pad Length Comment,Hind Pad Width,Hind Pad Width Comment,Right Horn Length,Right Horn Length Comment,Left Horn Length,Left Horn Length Comment,Skull Length,Skull Length Comment,Zygo Length,Zygo Length Comment,Canine Length,Canine Length Comment,Tooth Wear,Tooth Wear Comments,Vulva Condition,Vulva Condition Comments,Evidence of Nursing,Evidence of Nursing Comments,Pelage Color,Pelage Color Comments,Pelage Condition,Pelage Condition Comments,Scarring,Scarring Comments,Other Comments,Tooth Sample,Tooth Sample - Comments,Blood  Sample,Blood Sample - Comments,Fecal Sample,Fecal Sample - Comments,Parasites Sample,Parasites Sample - Comments,Hair Sample,Hair Sample - Comments,Skin Sample,Skin Sample - Comments,Other Collected Sample,Other Collected Sample - Comments,General Comments
205,C146W,2000-06-21,13,2000 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Line Giguere, Scott McNay, Greg Altoft, Glen Watts","Adade Yus Mountain, E Side",Unk,55 18.23,124 36.38,NA,NA,NA,M-RATA,17,M,< 1yr,1 Wk,Actual,NA,NA,NA,WOL00JUN,NG,No,ET,VHF,Televilt,TP-006-ET,44,Yellow,Right,NA,NA,NA,148.19,,C070W,149.61,,"Group size = 2 (1 cow, 1 calf) Mom = 149.610 - C070W",WOL00JUN,Unk,,Unk,,Unk,,Unk,,39,,Unk,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,"Group size = 2 (1 cow, 1 calf) Mom = 149.610 - C070W",No,No,No,No,No,No,No,No,Yes,Skin and Hair (from ear),Yes,Skin and Hair (from ear),No,No,"Group size = 2 (1 cow, 1 calf) Mom = 149.610 - C070W"
206,C147W,2000-06-21,13,2000 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Line Giguere, Scott McNay, Greg Altoft, Glen Watts",Valleau Creek,Unk,55 20.60,125 09.45,NA,NA,NA,M-RATA,18,F,< 1yr,3 Wks,Actual,NO,NA,NA,WOL00JUN,NG,No,ET,VHF,Televilt,TP-010-ET,203,Yellow,Right,NA,NA,NA,148.6,,C012W,150.28,,"Group size = 3 (1 cow, 1 calf, 1 AD) Mom = 150.282 - C012W",WOL00JUN,Unk,,Unk,,Unk,,Unk,,42,,Unk,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,No,NA,NA,Typical,No,Unk,No,Unk,No,"Group size = 3 (1 cow, 1 calf, 1 AD) Mom = 150.282 - C012W",No,No,No,No,No,No,No,No,Yes,Skin and Hair (from ear),Yes,Skin and Hair (from ear),No,No,"Group size = 3 (1 cow, 1 calf, 1 AD) Mom = 150.282 - C012W"
207,C148W,2000-06-21,13,2000 Animal Capture-Radio Collaring,Wolverine,Unk,Unk,"Line Giguere, Scott McNay, Greg Altoft, Glen Watts","Osilinka River, N Side",Unk,56 12.53,124 47.62,NA,NA,NA,M-RATA,19,M,< 1yr,2-3 Wks,Actual,NA,NA,NA,WOL00JUN,NG,No,ET,VHF,Televilt,TP-023-ET,206,Yellow,Unk,NA,NA,NA,149.51,,C036W,149.93,,"Group size = 3 (2 cow, 1 calf) Mom = 149.931 - C036W",WOL00JUN,Unk,,Unk,,Unk,,Unk,,41,,Unk,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,"Group size = 3 (2 cow, 1 calf) Mom = 149.931 - C036W",No,No,No,No,No,No,No,No,Yes,Skin and Hair (from ear),Yes,Skin and Hair (from ear),No,No,"Group size = 3 (2 cow, 1 calf) Mom = 149.931 - C036W"
208,M055C,2000-12-09,25,Ingenika Moose Capture,Chase/Sustut,1130,1215,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Delkluz Lk. Near Swannell Camp,NAD83,56 40.49,125 09.35,NA,NA,NA,M-ALAL,1,F,Adult,3-5 Yrs,Estimate,Unk,1,6-7 Mths,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6475-VHF,227,Yellow,Unk,NA,NA,NA,151.14,,Unk,,,No,CHA00DEC,304,,192,,204,,85,,Unk,,13,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,"Group size:2 (wiyh calf) ,fried the inverter on the ultra-sound machine!",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size:2 (wiyh calf) ,fried the inverter on the ultra-sound machine!"
209,M056C,2000-12-09,25,Ingenika Moose Capture,Chase/Sustut,1300,1400,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Isola Creek,NAD83,56 47.11,125 11.01,NA,NA,NA,M-ALAL,2,M,Adult,>5 Yrs,Estimate,NA,NA,NA,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6473-VHF,229,Yellow,Unk,NA,NA,NA,151.08,,Unk,,,No,CHA00DEC,306,,273,,214,,97,,85,,13,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,Dark Brown,Good,No,Yes,"back left knee scar, right ear torn and cartilage broken so ear flops over, no tail","antlerless bull, with 2 other subprime bulls, collar on last notch",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"antlerless bull, with 2 other subprime bulls, collar on last notch"
210,M057C,2000-12-09,25,Ingenika Moose Capture,Chase/Sustut,1435,1505,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Mt. Isola,NAD83,56 48.03,125 10.43,NA,NA,NA,M-ALAL,3,M,Adult,3-5 Yrs,Estimate,NA,NA,NA,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6469-VHF,233,Yellow,Unk,NA,NA,NA,151.04,,Unk,,,No,CHA00DEC,303,,221,,196,,93,,82,,14,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,Dark Brown,Good,No,No,No,"seen alone, antlerless, collar on last notch, caught on cutblock, slope =30%",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"seen alone, antlerless, collar on last notch, caught on cutblock, slope =30%"
211,M058C,2000-12-10,25,Ingenika Moose Capture,Chase/Sustut,1250,1330,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Mt. Isola,NAD83,56 45.01,125 07.32,NA,NA,NA,M-ALAL,4,F,Adult,3-5 Yrs,Estimate,Unk,2,6-7 Mths,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6471-VHF,231,Yellow,Unk,NA,NA,NA,151.06,,Unk,,,No,CHA00DEC,328,,205,,230,,81,,79,,13,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Rubbed,No,Typical,Brown - Light on top,Good,No,No,No,"Doug tried to milk without success, therefore post-lactating, group size=3, with 2 calves.  Lone cow seen bedded 200m away, captured immediately after (151.000)",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"Doug tried to milk without success, therefore post-lactating, group size=3, with 2 calves.  Lone cow seen bedded 200m away, captured immediately after (151.000)"
212,M059C,2000-12-10,25,Ingenika Moose Capture,Chase/Sustut,1355,1420,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Mt. Isola,NAD83,56 45.01,125 07.32,NA,NA,NA,M-ALAL,5,F,Adult,3-5 Yrs,Estimate,Unk,0,NA,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6465-VHF,218,Yellow,Unk,NA,NA,NA,151,,Unk,,,No,CHA00DEC,306,,186,,194,,76,,77,,11.5,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Brown - Light on top,Good,No,No,No,"group size=1, seen within 200m of cow 151.060 with 2 calves",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"group size=1, seen within 200m of cow 151.060 with 2 calves"
213,M060C,2000-12-10,25,Ingenika Moose Capture,Chase/Sustut,1440,1530,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Mt. Isola,NAD83,56 45.27,125 09.23,NA,NA,NA,M-ALAL,6,F,Adult,4-6 Yrs,Estimate,Unk,0,NA,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6467-VHF,215,Yellow,Unk,NA,NA,NA,151.02,,Unk,,,No,CHA00DEC,314,,215,,224,,77,,79,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,"Group size=2, with prime bull, Grant's girlfriend (GiGi) - kept her calm",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size=2, with prime bull, Grant's girlfriend (GiGi) - kept her calm"
214,M061C,2000-12-11,25,Ingenika Moose Capture,Chase/Sustut,910,Unk,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Barrier Peak,NAD83,56 49.34,125 07.35,NA,NA,NA,M-ALAL,7,F,Adult,3-5 Yrs,Estimate,Unk,0,NA,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6482-VHF,236,Yellow,Unk,NA,NA,NA,151.21,,Unk,,,No,CHA00DEC,307,,204,,204,,83,,77,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,Group size:1 (alone),No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size:1 (alone)
215,M062C,2000-12-11,25,Ingenika Moose Capture,Chase/Sustut,1040,1101,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Barrier Peak,NAD83,56 53.40,125 08.56,NA,NA,NA,M-ALAL,8,F,Adult,Unk,Actual,Unk,1,6-7 Mths,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6483-VHF,235,Yellow,Unk,NA,NA,NA,151.41,,Unk,,,No,CHA00DEC,320,,211,,206,,94,,77,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,Group size=2; with its calf,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; with its calf
216,M063C,2000-12-11,25,Ingenika Moose Capture,Chase/Sustut,1125,1155,"Kathi Zimmerman, Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Barrier Peak,NAD83,56 52.48,125 07.35,NA,NA,NA,M-ALAL,9,F,Adult,8-10 Yrs,Estimate,Unk,1,6-7 Mths,CHA00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6477-VHF,224,Yellow,Unk,NA,NA,NA,151.16,,Unk,,,No,CHA00DEC,313,,204,,232,,83,,76,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Heavy,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,Yes,Rip in right ear,Group size=2; with calf,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; with calf
217,M064A,2000-12-11,25,Ingenika Moose Capture,Akie/Ospika,1410,1445,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",McGraw Creek,NAD83,57 05.46,125 19.15,NA,NA,NA,M-ALAL,10,F,Adult,5 Yrs,Estimate,Unk,1,6-7 Mths,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6476-VHF,226,Yellow,Unk,NA,NA,NA,151.15,,Unk,,,No,AKI00DEC,302,,201,,202,,71,,74,,11,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Normal,No,Rubbed,No,Typical,Light Brown,Good,No,No,No,Group size=2; with calf,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; with calf
218,M065A,2000-12-11,25,Ingenika Moose Capture,Akie/Ospika,1510,1535,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse",Finlay River,NAD83,57 05.09,125 16.23,NA,NA,NA,M-ALAL,11,F,Adult,4 Yrs,Estimate,Unk,1,6-7 Mths,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6479-VHF,212,Yellow,Unk,NA,NA,NA,151.18,,Unk,,,No,AKI00DEC,328,,210,,206,,79,,77,,14,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Rubbed,No,Typical,Dark Brown,Good,No,No,No,Group size=2; with calf,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; with calf
219,M066A,2000-12-12,25,Ingenika Moose Capture,Akie/Ospika,1005,1026,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse, Robert Tomah",Grave Mt,NAD83,57 18.23,125 22.04,NA,NA,NA,M-ALAL,12,F,Adult,3-4 Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6478-VHF,216,Yellow,Unk,NA,NA,NA,151.17,,Unk,,,No,AKI00DEC,326,,206,,224,,84,,79,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,group size=3; with one bull and one cow,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,group size=3; with one bull and one cow
220,M067A,2000-12-12,25,Ingenika Moose Capture,Akie/Ospika,1225,1246,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse, Robert Tomah",Mt. Bennett,NAD83,57 20.31,125 41.12,NA,NA,NA,M-ALAL,13,F,Adult,2-3 Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6468-VHF,221,Yellow,Unk,NA,NA,NA,151.03,,Unk,,,No,AKI00DEC,297,,197,,204,,74,,80,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,group size=3; with 2 bulls - kicked hard as usual for barren cow,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,group size=3; with 2 bulls - kicked hard as usual for barren cow
221,M068A,2000-12-12,25,Ingenika Moose Capture,Akie/Ospika,1350,1414,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse, Robert Tomah",Grave Mt,NAD83,57 18.08,125 32.08,NA,NA,NA,M-ALAL,14,F,Adult,2-3 Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6484-VHF,234,Yellow,Unk,NA,NA,NA,151.42,,Unk,,,No,AKI00DEC,289,,194,,180,,75,,74,,11,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Typical,Dark Brown,Good,No,No,No,Group size=1 ,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=1 
222,M069A,2000-12-12,25,Ingenika Moose Capture,Akie/Ospika,1435,1510,"Glen Keddie, Keith Connors, Greg Altoft, Doug Heard, Grant Lortie, Grant Luck, John Crouse, Robert Tomah",Grave Mt,NAD83,57 20.16,125 24.51,NA,NA,NA,M-ALAL,15,F,Adult,6+ Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Telemetry Solutions,TS-6472-VHF,230,Yellow,Unk,NA,NA,NA,151.07,,Unk,,,No,AKI00DEC,317,,210,,220,,84,,77,,12,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Normal,No,Rubbed,No,Typical,Dark Brown,Good,No,Yes,"Open wound 3x3cm left of midline above tail, old/healed small wound on tip of nose, old/hea3ed scar in ear",Group size=1,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=1
223,C149A,2000-12-13,25,Ingenika Moose Capture,Akie/Ospika,1050,1135,"Greg Altoft, Doug Heard, Grant Lortie, John Crouse",Deserters Peak,NAD83,56 59.24,124 48.56,NA,NA,NA,M-RATA,16,F,Adult,7 Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Lotek,LK-T9811007C-VHF,246,Yellow,Unk,NA,NA,NA,148.27,,Unk,,C174A,No,AKI00DEC,231,,131,,126,,56,,57,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Heavy,No,Normal,No,Rubbed,No,Grey,No,Good,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
224,C150A,2000-12-13,25,Ingenika Moose Capture,Akie/Ospika,1300,Unk,"Greg Altoft, Doug Heard, Grant Lortie, John Crouse",Mine Rd/ Paul River,NAD83,57 29.70,125 16.35,NA,NA,NA,M-RATA,17,F,Adult,3 Yrs,Estimate,Unk,0,NA,AKI00DEC,NG,No,CT,VHF,Lotek,LK-T9811008C-VHF,243,Yellow,Unk,NA,NA,NA,148.28,,Unk,,C196A,No,AKI00DEC,216.5,,123,,120,,52,,56,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,Normal,No,Normal,No,Grey,No,Good,No,No,No,"Group size: 11, Never lactated",No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,"Group size: 11, Never lactated"
225,C118A,2001-01-21,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie",Pesika Creek,NAD83,57 01.31,124 53.74,NA,NA,NA,M-RATA,1,M,Adult,Unk,Actual,NA,NA,NA,AKI01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-036-GPS,No,No,No,39,Yellow,Right,148.52,149.37,Unk,,,No,AKI01JAN,300,,137,,154,,72,,64,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size=5; another black collar in group (female); no antlers,No,No,Yes,No,No,No,No,No,No,No hair sample found,Yes,No,No,No,Group size=5; another black collar in group (female); no antlers
226,C113A,2001-01-21,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie",Mt. Yuen,NAD83,57 35.40,125 20.35,NA,NA,NA,M-RATA,2,F,Adult,Unk,Actual,Unk,1,8-9 Mths,AKI01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-038-GPS,No,No,No,23,Yellow,Unk,148.55,148.57,Unk,,C195A,No,AKI01JAN,Unk,,Unk,,Unk,,Unk,,Unk,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,No,Unk,No,Typical,No,Unk,No,Unk,No,Group size=6; no other collars; antlers=yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Group size=6; no other collars; antlers=yes
227,C151A,2001-01-22,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie",Akie River,NAD83,57 16.74,124 37.23,NA,NA,NA,M-RATA,3,M,Adult,5-7 Yrs,Estimate,NA,NA,NA,AKI01JAN,NG,No,CT,VHF,Telemetry Solutions,TS-014-VHF,222,Yellow,Unk,NA,NA,NA,149.54,,Unk,,,No,AKI01JAN,230,,141.2,,160,,64,,62,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size=3(all male); 151.290 also in this group; antlers=no,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=3(all male); 151.290 also in this group; antlers=no
228,M046A,2001-01-22,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie, Gord Carl",Upper Akie River,NAD83,57 19.23,124 31.14,NA,NA,NA,M-ALAL,4,M,Adult,6-8 Yrs,Estimate,NA,NA,NA,AKI01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-051-GPS,No,No,No,20,Yellow,Right,148.09,148.74,Unk,,,No,AKI01JAN,380,,209,,224,,91.5,,85,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size=2; no other collar; antlers=no,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; no other collar; antlers=no
229,C117A,2001-01-23,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie, Gord Carl",Pesika Creek,NAD83,57 01.38,124 53.95,NA,NA,NA,M-RATA,5,F,Adult,10+ Yrs,Estimate,Unk,0,NA,AKI01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-034-GPS,No,No,No,4,Yellow,Right,148,149.43,Unk,,C217A,No,AKI01JAN,207,,118,,129,,52,,57.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Heavy,No,NA,No,Unk,No,Typical,No,Unk,No,Unk,No,Group size=2; 148.270 also in this group; antlers=yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2; 148.270 also in this group; antlers=yes
230,M054A,2001-01-23,2,2001 Animal Capture-Radio Collaring,Akie/Ospika,Unk,Unk,"Greg Altoft, Landon Wilson, Grant Lortie, Gord Carl",Headwaters of Akie River,NAD83,57 27.58,124 16.99,NA,NA,NA,M-ALAL,6,F,Adult,6-8 Yrs,Estimate,Unk,0,NA,AKI01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-052-GPS,257,Yellow,Right,161,Yellow,Left,148.74,148.75,Unk,,,Eartag #161 yellow left from previous capture ripped out during this capture,AKI01JAN,314,,206,,212,,81,,80,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,Unk,No,Unk,No,Typical,No,Unk,No,Unk,No,Group size=1; no other collar; antlers=no,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=1; no other collar; antlers=no
231,C142C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Wrede Creek,NAD83,56 42.11,125 52.19,NA,NA,NA,M-RATA,7,M,< 1yr,8-9 Mths,Estimate,NA,NA,NA,CHA01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-013-EX,No,No,No,202,Yellow,Right,151.43,148.83,C047A,149.43,,No,CHA01JAN,177,,94.5,,110,,53,,53,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Min,No,NA,NA,NA,NA,Typical,No,Unk,No,Unk,No,Group size=20;no antlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=20;no antlers
232,C144C,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Wrede Creek,NAD83,56 42.11,125 52.19,NA,NA,NA,M-RATA,8,F,< 1yr,8-9 Mths,Estimate,Unk,NA,NA,CHA01JAN,NG,No,CE,VHF,Telemetry Solutions,TS-016-EX,No,No,No,207,Yellow,Right,151.46,149.74,C010C,148.99,,No,CHA01JAN,Unk,,Unk,,Unk,,Unk,,Unk,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Unk,No,NA,No,NA,NA,Typical,No,Unk,No,No,No,1 broken off antler,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,1 broken off antler
233,C047A,2001-01-25,2,2001 Animal Capture-Radio Collaring,Chase/Sustut,Unk,Unk,"Glen Keddie, Greg Altoft, Grant Lortie, Gord Carl",Lower Cutbank Creek,NAD83,56 41.78,125 33.82,NA,NA,NA,M-RATA,9,F,Adult,Unk,Actual,Unk,Unk,NA,CHA01JAN,NG,No,CT,GPS,Televilt,TP-G01TX-060-GPS,No,No,No,34,Yellow,Left,149.43,148.84,Unk,,"C084C, C181C, C142C, C204C",Her Calf C142C-1430 wasn't with her but caught just prior with another group,CHA01JAN,199,,129.4,,141,,54,,57.5,,Unk,,Unk,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,,Mod,No,NA,No,Unk,No,Typical,No,Good,No,No,No,Group size=2 (with 1 male); 2 anlers,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Group size=2 (with 1 male); 2 anlers
